Gene_name	Start_nt	End_nt	Length	Motif_count	Normalized_count	Extent_methylation
SM2011_a0273	153320	153419	100	0	0	NA
SM2011_a0275	154406	154505	100	0	0	NA
SM2011_a0277	155614	155713	100	0	0	NA
SM2011_a5016	156155	156254	100	0	0	NA
SM2011_a0279	157077	157176	100	0	0	NA
SM2011_a0281	157965	158064	100	0	0	NA
SM2011_a0280	158011	158110	100	0	0	NA
SM2011_a0285	159055	159154	100	0	0	NA
SM2011_a0286	159738	159837	100	0	0	NA
SM2011_a0287	160174	160273	100	0	0	NA
SM2011_a0288	161007	161106	100	0	0	NA
SM2011_a0291	161238	161337	100	0	0	NA
SM2011_a0293	162334	162433	100	0	0	NA
SM2011_a0298	164527	164626	100	0	0	NA
SM2011_a0299	165411	165510	100	0	0	NA
SM2011_a0300	166361	166460	100	0	0	NA
SM2011_a0301	167026	167125	100	0	0	NA
SM2011_a0302	168622	168721	100	0	0	NA
SM2011_a0303	168629	168728	100	0	0	NA
SM2011_a0306	171341	171440	100	0	0	NA
SM2011_a0308	172628	172727	100	0	0	NA
SM2011_a0307	172635	172734	100	0	0	NA
SM2011_a0310	174670	174769	100	0	0	NA
SM2011_a0312	174875	174974	100	0	0	NA
SM2011_a0314	175438	175537	100	0	0	NA
SM2011_a0316	175772	175871	100	0	0	NA
SM2011_a0319	177538	177637	100	0	0	NA
SM2011_a0320	178684	178783	100	0	0	NA
SM2011_a0322	179491	179590	100	0	0	NA
SM2011_a0323	180090	180189	100	0	0	NA
SM2011_a0325	180475	180574	100	0	0	NA
SM2011_a0326	180798	180897	100	0	0	NA
SM2011_a0329	181710	181809	100	0	0	NA
SM2011_a5017	182852	182951	100	0	0	NA
SM2011_a0333	183061	183160	100	0	0	NA
SM2011_a0335	184018	184117	100	0	0	NA
SM2011_a0337	184487	184586	100	0	0	NA
SM2011_a0339	185286	185385	100	0	0	NA
SM2011_a0340	185966	186065	100	0	0	NA
SM2011_a0341	186089	186188	100	0	0	NA
SM2011_a0343	187003	187102	100	0	0	NA
SM2011_a0347	187571	187670	100	0	0	NA
SM2011_a0346	187624	187723	100	0	0	NA
SM2011_a0349	189464	189563	100	0	0	NA
SM2011_a0352	190396	190495	100	0	0	NA
SM2011_a0353	190398	190497	100	0	0	NA
SM2011_a0355	191487	191586	100	0	0	NA
SM2011_a6069	192063	192162	100	0	0	NA
SM2011_a6070	192851	192950	100	0	0	NA
SM2011_a0357	193219	193318	100	0	0	NA
SM2011_a0359	193473	193572	100	1	10	97.3
SM2011_a0360	194159	194258	100	0	0	NA
SM2011_a0364	194647	194746	100	0	0	NA
SM2011_a0367	196477	196576	100	1	10	100
SM2011_a0369	197471	197570	100	0	0	NA
SM2011_a0372	199670	199769	100	0	0	NA
SM2011_a0374	199681	199780	100	0	0	NA
SM2011_a0376	200931	201030	100	0	0	NA
SM2011_a5018	201685	201784	100	0	0	NA
SM2011_a0380	201972	202071	100	0	0	NA
SM2011_a5019	204115	204214	100	0	0	NA
SM2011_a0383	204555	204654	100	0	0	NA
SM2011_a0384	208454	208553	100	0	0	NA
SM2011_a0387	209798	209897	100	0	0	NA
SM2011_a0389	209828	209927	100	0	0	NA
SM2011_a0391	210901	211000	100	0	0	NA
SM2011_a0392	212068	212167	100	0	0	NA
SM2011_a0394	213248	213347	100	0	0	NA
SM2011_a0396	214189	214288	100	0	0	NA
SM2011_a0398	214986	215085	100	0	0	NA
SM2011_a0400	216360	216459	100	0	0	NA
SM2011_a0402	217436	217535	100	0	0	NA
SM2011_a0403	218115	218214	100	0	0	NA
SM2011_a0404	219505	219604	100	0	0	NA
SM2011_a0407	221796	221895	100	0	0	NA
SM2011_a6086	223343	223442	100	0	0	NA
SM2011_a0412	223841	223940	100	1	10	100
SM2011_a6088	224121	224220	100	1	10	98.3
SM2011_a0414	224370	224469	100	0	0	NA
SM2011_a0417	226101	226200	100	0	0	NA
SM2011_a5020	226990	227089	100	1	10	100
SM2011_a0421	227871	227970	100	0	0	NA
SM2011_a5021	228386	228485	100	0	0	NA
SM2011_a0424	229996	230095	100	0	0	NA
SM2011_a0426	230799	230898	100	0	0	NA
SM2011_a0429	232109	232208	100	0	0	NA
SM2011_a0431	232695	232794	100	0	0	NA
SM2011_a0433	233125	233224	100	0	0	NA
SM2011_a0436	234297	234396	100	0	0	NA
SM2011_a5022	235581	235680	100	0	0	NA
SM2011_a5023	235943	236042	100	0	0	NA
SM2011_a0444	237374	237473	100	0	0	NA
SM2011_a0445	237763	237862	100	0	0	NA
SM2011_a0447	238093	238192	100	0	0	NA
SM2011_a0448	240071	240170	100	0	0	NA
SM2011_a0450	240550	240649	100	0	0	NA
SM2011_a6097	241827	241926	100	0	0	NA
SM2011_a6099	242466	242565	100	0	0	NA
SM2011_a0453	242720	242819	100	0	0	NA
SM2011_a6103	244099	244198	100	0	0	NA
SM2011_a0461	244681	244780	100	0	0	NA
SM2011_a0462	247893	247992	100	0	0	NA
SM2011_a0464	251284	251383	100	0	0	NA
SM2011_a0466	251586	251685	100	0	0	NA
SM2011_a0467	253347	253446	100	0	0	NA
SM2011_a0469	254441	254540	100	0	0	NA
SM2011_a0470	255280	255379	100	0	0	NA
SM2011_a0471	257790	257889	100	0	0	NA
SM2011_a0473	258095	258194	100	0	0	NA
SM2011_a0475	258577	258676	100	0	0	NA
SM2011_a0478	261632	261731	100	0	0	NA
SM2011_a0483	264095	264194	100	0	0	NA
SM2011_a0485	265602	265701	100	0	0	NA
SM2011_a0486	266617	266716	100	0	0	NA
SM2011_a0489	267532	267631	100	0	0	NA
SM2011_a0492	268227	268326	100	0	0	NA
SM2011_a0493	268922	269021	100	0	0	NA
SM2011_a0495	269780	269879	100	0	0	NA
SM2011_a0496	270182	270281	100	0	0	NA
SM2011_a0498	271619	271718	100	0	0	NA
SM2011_a0499	271621	271720	100	0	0	NA
SM2011_a0501	272296	272395	100	0	0	NA
SM2011_a0503	272984	273083	100	0	0	NA
SM2011_a0506	273698	273797	100	0	0	NA
SM2011_a0508	274530	274629	100	0	0	NA
SM2011_a0510	275349	275448	100	0	0	NA
SM2011_a0512	276307	276406	100	0	0	NA
SM2011_a0513	277408	277507	100	0	0	NA
SM2011_a0514	278165	278264	100	1	10	100
SM2011_a0516	278680	278779	100	0	0	NA
SM2011_a0518	279564	279663	100	0	0	NA
SM2011_a0520	280255	280354	100	0	0	NA
SM2011_a0522	281226	281325	100	0	0	NA
SM2011_a0523	281935	282034	100	0	0	NA
SM2011_a0525	282336	282435	100	0	0	NA
SM2011_a0526	284138	284237	100	0	0	NA
SM2011_a0527	285181	285280	100	0	0	NA
SM2011_a5025	287013	287112	100	0	0	NA
SM2011_a0537	287485	287584	100	0	0	NA
SM2011_a0538	287903	288002	100	0	0	NA
SM2011_a0541	289395	289494	100	0	0	NA
SM2011_a0543	289929	290028	100	0	0	NA
SM2011_a0545	291301	291400	100	0	0	NA
SM2011_a0548	291540	291639	100	0	0	NA
SM2011_a0551	291779	291878	100	0	0	NA
SM2011_a0552	293164	293263	100	0	0	NA
SM2011_a0554	293633	293732	100	0	0	NA
SM2011_a0557	296137	296236	100	0	0	NA
SM2011_a0558	296160	296259	100	0	0	NA
SM2011_a0559	296610	296709	100	0	0	NA
SM2011_a0561	297506	297605	100	0	0	NA
SM2011_a0563	297891	297990	100	0	0	NA
SM2011_a0564	298946	299045	100	0	0	NA
SM2011_a5026	300133	300232	100	0	0	NA
SM2011_a0567	300766	300865	100	0	0	NA
SM2011_a0570	303429	303528	100	0	0	NA
SM2011_a0572	304119	304218	100	0	0	NA
SM2011_a0575	305454	305553	100	0	0	NA
SM2011_a0574	305504	305603	100	0	0	NA
SM2011_a0576	305810	305909	100	0	0	NA
SM2011_a0579	307092	307191	100	0	0	NA
SM2011_a0581	310888	310987	100	0	0	NA
SM2011_a0583	311795	311894	100	0	0	NA
SM2011_a0585	313150	313249	100	0	0	NA
SM2011_a0590	313867	313966	100	0	0	NA
SM2011_a0592	314842	314941	100	0	0	NA
SM2011_a0594	315990	316089	100	0	0	NA
SM2011_a6138	317622	317721	100	0	0	NA
SM2011_a0599	319072	319171	100	0	0	NA
SM2011_a0601	321462	321561	100	0	0	NA
SM2011_a0604	321983	322082	100	0	0	NA
SM2011_a0606	322792	322891	100	0	0	NA
SM2011_a0607	323180	323279	100	0	0	NA
SM2011_a0609	324788	324887	100	0	0	NA
SM2011_a0610	325369	325468	100	0	0	NA
SM2011_a0612	326534	326633	100	0	0	NA
SM2011_a0615	328194	328293	100	0	0	NA
SM2011_a0616	328969	329068	100	0	0	NA
SM2011_a0617	329130	329229	100	0	0	NA
SM2011_a0620	330230	330329	100	0	0	NA
SM2011_a0621	331039	331138	100	0	0	NA
SM2011_a0622	333303	333402	100	0	0	NA
SM2011_a0625	333995	334094	100	0	0	NA
SM2011_a0626	334679	334778	100	0	0	NA
SM2011_a6149	335938	336037	100	0	0	NA
SM2011_a0627	336328	336427	100	0	0	NA
SM2011_a0629	337772	337871	100	0	0	NA
SM2011_a0630	339880	339979	100	0	0	NA
SM2011_a0633	340445	340544	100	0	0	NA
SM2011_a0636	341042	341141	100	0	0	NA
SM2011_a6152	342113	342212	100	0	0	NA
SM2011_a0637	342153	342252	100	0	0	NA
SM2011_a0638	342539	342638	100	0	0	NA
SM2011_a0639	343201	343300	100	0	0	NA
SM2011_a0640	343822	343921	100	0	0	NA
SM2011_a0645	345245	345344	100	0	0	NA
SM2011_a0647	345671	345770	100	0	0	NA
SM2011_a0649	345903	346002	100	0	0	NA
SM2011_a5027	347513	347612	100	0	0	NA
SM2011_a0656	348911	349010	100	0	0	NA
SM2011_a0657	348961	349060	100	0	0	NA
SM2011_a0659	349148	349247	100	0	0	NA
SM2011_a0661	349949	350048	100	0	0	NA
SM2011_a0662	351222	351321	100	0	0	NA
SM2011_a0663	351606	351705	100	0	0	NA
SM2011_a0664	351646	351745	100	0	0	NA
SM2011_a0665	354692	354791	100	0	0	NA
SM2011_a0667	355089	355188	100	0	0	NA
SM2011_a0669	355581	355680	100	0	0	NA
SM2011_a0670	356920	357019	100	0	0	NA
SM2011_a0673	358371	358470	100	0	0	NA
SM2011_a0674	360011	360110	100	0	0	NA
SM2011_a0675	361153	361252	100	0	0	NA
SM2011_a0677	362299	362398	100	1	10	77.8
SM2011_a0678	363687	363786	100	0	0	NA
SM2011_a0680	366078	366177	100	0	0	NA
SM2011_a0682	368335	368434	100	0	0	NA
SM2011_a0683	369467	369566	100	0	0	NA
SM2011_a0684	370938	371037	100	0	0	NA
SM2011_a0687	371958	372057	100	0	0	NA
SM2011_a0689	373121	373220	100	0	0	NA
SM2011_a0690	374518	374617	100	0	0	NA
SM2011_a0693	375248	375347	100	0	0	NA
SM2011_a0695	376534	376633	100	0	0	NA
SM2011_a0697	377541	377640	100	0	0	NA
SM2011_a0699	378734	378833	100	0	0	NA
SM2011_a0702	379610	379709	100	0	0	NA
SM2011_a0707	381520	381619	100	0	0	NA
SM2011_a0705	381569	381668	100	0	0	NA
SM2011_a0708	382479	382578	100	0	0	NA
SM2011_a0709	383681	383780	100	0	0	NA
SM2011_a0710	384921	385020	100	1	10	100
SM2011_a0711	385946	386045	100	1	10	96.6
SM2011_a0713	386778	386877	100	0	0	NA
SM2011_a0715	387868	387967	100	0	0	NA
SM2011_a0717	388827	388926	100	0	0	NA
SM2011_a0719	390546	390645	100	0	0	NA
SM2011_a0723	392061	392160	100	0	0	NA
SM2011_a0726	393439	393538	100	0	0	NA
SM2011_a0728	394253	394352	100	0	0	NA
SM2011_a0731	394794	394893	100	0	0	NA
SM2011_a0734	395337	395436	100	0	0	NA
SM2011_a0736	395657	395756	100	1	10	100
SM2011_a0738	396516	396615	100	0	0	NA
SM2011_a0739	397045	397144	100	0	0	NA
SM2011_a0740	397227	397326	100	0	0	NA
SM2011_a0742	398286	398385	100	0	0	NA
SM2011_a0744	400343	400442	100	0	0	NA
SM2011_a0745	400715	400814	100	0	0	NA
SM2011_a0747	401169	401268	100	0	0	NA
SM2011_a0748	401700	401799	100	0	0	NA
SM2011_a5003	402770	402869	100	0	0	NA
SM2011_a0750	403719	403818	100	0	0	NA
SM2011_a0751	403766	403865	100	0	0	NA
SM2011_a0752	405009	405108	100	0	0	NA
SM2011_a0753	406366	406465	100	0	0	NA
SM2011_a0754	407342	407441	100	0	0	NA
SM2011_a6189	407902	408001	100	0	0	NA
SM2011_a0757	408816	408915	100	0	0	NA
SM2011_a0758	410669	410768	100	0	0	NA
SM2011_a0759	411475	411574	100	0	0	NA
SM2011_a0760	411925	412024	100	0	0	NA
SM2011_a0762	412352	412451	100	0	0	NA
SM2011_a0763	412999	413098	100	0	0	NA
SM2011_a0765	413749	413848	100	0	0	NA
SM2011_a0766	415380	415479	100	0	0	NA
SM2011_a0767	416123	416222	100	0	0	NA
SM2011_a0769	416279	416378	100	0	0	NA
SM2011_a0771	417331	417430	100	0	0	NA
SM2011_a0772	417907	418006	100	0	0	NA
SM2011_a0773	418846	418945	100	0	0	NA
SM2011_a0774	420283	420382	100	0	0	NA
SM2011_a0775	422637	422736	100	0	0	NA
SM2011_a0776	423840	423939	100	0	0	NA
SM2011_a5028	424466	424565	100	0	0	NA
SM2011_a0781	425024	425123	100	0	0	NA
SM2011_a0783	425496	425595	100	0	0	NA
SM2011_a0785	425755	425854	100	1	10	97.7
SM2011_a0789	429003	429102	100	0	0	NA
SM2011_a0791	430161	430260	100	0	0	NA
SM2011_a0792	430782	430881	100	0	0	NA
SM2011_a0793	431612	431711	100	0	0	NA
SM2011_a0794	432544	432643	100	0	0	NA
SM2011_a0796	433590	433689	100	0	0	NA
SM2011_a0797	435059	435158	100	0	0	NA
SM2011_a0799	435423	435522	100	0	0	NA
SM2011_a0800	436526	436625	100	0	0	NA
SM2011_a0802	437403	437502	100	0	0	NA
SM2011_a0803	438200	438299	100	0	0	NA
SM2011_a0805	439361	439460	100	0	0	NA
SM2011_a0806	441193	441292	100	0	0	NA
SM2011_a0809	441891	441990	100	0	0	NA
SM2011_a0810	443454	443553	100	0	0	NA
SM2011_a0811	443836	443935	100	0	0	NA
SM2011_a0814	445339	445438	100	0	0	NA
SM2011_a0815	447181	447280	100	0	0	NA
SM2011_a0816	447697	447796	100	0	0	NA
SM2011_a0817	449017	449116	100	0	0	NA
SM2011_a0819	450090	450189	100	0	0	NA
SM2011_a0822	451000	451099	100	0	0	NA
SM2011_a0824	452418	452517	100	0	0	NA
SM2011_a0825	453116	453215	100	0	0	NA
SM2011_a0827	454109	454208	100	0	0	NA
SM2011_a0829	455702	455801	100	0	0	NA
SM2011_a0830	457297	457396	100	0	0	NA
SM2011_a0831	459223	459322	100	0	0	NA
SM2011_a0833	460266	460365	100	0	0	NA
SM2011_a0834	460403	460502	100	0	0	NA
SM2011_a5036	460692	460791	100	0	0	NA
SM2011_a0835	461330	461429	100	0	0	NA
SM2011_a0838	461771	461870	100	0	0	NA
SM2011_a0840	463353	463452	100	0	0	NA
SM2011_a0848	465504	465603	100	0	0	NA
SM2011_a0849	465978	466077	100	0	0	NA
SM2011_a0850	467726	467825	100	0	0	NA
SM2011_a0851	468603	468702	100	0	0	NA
SM2011_a0852	469191	469290	100	0	0	NA
SM2011_a0853	469473	469572	100	1	10	92.9
SM2011_a0854	471175	471274	100	0	0	NA
SM2011_a0855	472324	472423	100	1	10	100
SM2011_a0857	473223	473322	100	0	0	NA
SM2011_a0863	477591	477690	100	0	0	NA
SM2011_a0864	478662	478761	100	0	0	NA
SM2011_a0866	479950	480049	100	0	0	NA
SM2011_a0868	480618	480717	100	0	0	NA
SM2011_a0869	481205	481304	100	0	0	NA
SM2011_a0870	481370	481469	100	0	0	NA
SM2011_a0872	482984	483083	100	0	0	NA
SM2011_a0873	483316	483415	100	0	0	NA
SM2011_a0874	485315	485414	100	0	0	NA
SM2011_a0875	488519	488618	100	0	0	NA
SM2011_a0876	489626	489725	100	0	0	NA
SM2011_a0878	491510	491609	100	0	0	NA
SM2011_a0883	492731	492830	100	0	0	NA
SM2011_a0882	492774	492873	100	0	0	NA
SM2011_a0887	494269	494368	100	0	0	NA
SM2011_a0888	494756	494855	100	0	0	NA
SM2011_a0890	495528	495627	100	0	0	NA
SM2011_a0892	496952	497051	100	0	0	NA
SM2011_a0894	500332	500431	100	0	0	NA
SM2011_a0896	500795	500894	100	0	0	NA
SM2011_a0900	502105	502204	100	0	0	NA
SM2011_a0903	502727	502826	100	0	0	NA
SM2011_a0905	504007	504106	100	0	0	NA
SM2011_a0907	505875	505974	100	1	10	100
SM2011_a0909	506109	506208	100	0	0	NA
SM2011_a0911	506999	507098	100	0	0	NA
SM2011_a0914	508367	508466	100	0	0	NA
SM2011_a0917	509445	509544	100	0	0	NA
SM2011_a5006	510341	510440	100	0	0	NA
SM2011_a0922	511317	511416	100	0	0	NA
SM2011_a6231	512491	512590	100	0	0	NA
SM2011_a0929	514668	514767	100	0	0	NA
SM2011_a0930	514898	514997	100	0	0	NA
SM2011_a0933	515175	515274	100	0	0	NA
SM2011_a0934	515253	515352	100	0	0	NA
SM2011_a0937	522589	522688	100	0	0	NA
SM2011_a0939	522781	522880	100	0	0	NA
SM2011_a0940	524687	524786	100	0	0	NA
SM2011_a0941	525422	525521	100	0	0	NA
SM2011_a0943	526037	526136	100	0	0	NA
SM2011_a0945	527737	527836	100	0	0	NA
SM2011_a6233	528442	528541	100	0	0	NA
SM2011_a0947	528718	528817	100	0	0	NA
SM2011_a0950	530524	530623	100	0	0	NA
SM2011_a0951	531418	531517	100	0	0	NA
SM2011_a0952	532298	532397	100	0	0	NA
SM2011_a0953	533413	533512	100	0	0	NA
SM2011_a0955	533586	533685	100	0	0	NA
SM2011_a0956	534386	534485	100	0	0	NA
SM2011_a0958	535744	535843	100	0	0	NA
SM2011_a0959	537453	537552	100	0	0	NA
SM2011_a0961	538226	538325	100	0	0	NA
SM2011_a0964	539351	539450	100	0	0	NA
SM2011_a0967	540420	540519	100	0	0	NA
SM2011_a0969	540565	540664	100	0	0	NA
SM2011_a0972	541497	541596	100	0	0	NA
SM2011_a0974	542805	542904	100	0	0	NA
SM2011_a0977	545613	545712	100	0	0	NA
SM2011_a0981	546553	546652	100	0	0	NA
SM2011_a6237	546702	546801	100	0	0	NA
SM2011_a0985	548069	548168	100	0	0	NA
SM2011_a0988	548359	548458	100	0	0	NA
SM2011_a0990	548916	549015	100	0	0	NA
SM2011_a0992	549463	549562	100	0	0	NA
SM2011_a5007	550393	550492	100	0	0	NA
SM2011_a6238	550722	550821	100	0	0	NA
SM2011_a0995	552150	552249	100	0	0	NA
SM2011_a0998	553084	553183	100	0	0	NA
SM2011_a1001	554002	554101	100	0	0	NA
SM2011_a1002	555356	555455	100	0	0	NA
SM2011_a1005	556408	556507	100	0	0	NA
SM2011_a1004	556430	556529	100	0	0	NA
SM2011_a1007	557394	557493	100	0	0	NA
SM2011_a1009	558675	558774	100	0	0	NA
SM2011_a1008	558763	558862	100	0	0	NA
SM2011_a1010	559634	559733	100	0	0	NA
SM2011_a1013	560254	560353	100	0	0	NA
SM2011_a1014	562820	562919	100	0	0	NA
SM2011_a1016	564616	564715	100	0	0	NA
SM2011_a1017	564658	564757	100	0	0	NA
SM2011_a1018	564861	564960	100	0	0	NA
SM2011_a1021	566071	566170	100	0	0	NA
SM2011_a1024	566988	567087	100	0	0	NA
SM2011_a1028	567631	567730	100	0	0	NA
SM2011_a1029	568580	568679	100	0	0	NA
SM2011_a1030	568948	569047	100	0	0	NA
SM2011_a1032	569281	569380	100	0	0	NA
SM2011_a1033	569378	569477	100	0	0	NA
SM2011_a1036	569811	569910	100	0	0	NA
SM2011_a1037	570077	570176	100	0	0	NA
SM2011_a1038	571558	571657	100	0	0	NA
SM2011_a1041	572914	573013	100	0	0	NA
SM2011_a1043	573446	573545	100	0	0	NA
SM2011_a1045	573823	573922	100	0	0	NA
SM2011_a1046	574107	574206	100	0	0	NA
SM2011_a6250	575556	575655	100	0	0	NA
SM2011_a1050	576311	576410	100	0	0	NA
SM2011_a1052	576739	576838	100	0	0	NA
SM2011_a1053	577146	577245	100	0	0	NA
SM2011_a1056	577484	577583	100	0	0	NA
SM2011_a1057	578779	578878	100	0	0	NA
SM2011_a1058	578800	578899	100	0	0	NA
SM2011_a1060	581022	581121	100	0	0	NA
