Gene_name	Start_nt	End_nt	Length	Motif_count	Normalized_count	Extent_methylation
SM2011_a0802	437253	437502	250	0	0	NA
SM2011_a0803	438050	438299	250	0	0	NA
SM2011_a0805	439211	439460	250	4	16	82.875
SM2011_a0806	441043	441292	250	4	16	83.425
SM2011_a0809	441741	441990	250	0	0	NA
SM2011_a0810	443454	443703	250	2	8	100
SM2011_a0811	443836	444085	250	0	0	NA
SM2011_a0814	445339	445588	250	2	8	87.75
SM2011_a0815	447181	447430	250	2	8	94.15
SM2011_a0816	447697	447946	250	0	0	NA
SM2011_a0817	449017	449266	250	0	0	NA
SM2011_a0819	450090	450339	250	2	8	87.55
SM2011_a0822	451000	451249	250	0	0	NA
SM2011_a0824	452268	452517	250	0	0	NA
SM2011_a0825	452966	453215	250	0	0	NA
SM2011_a0827	453959	454208	250	4	16	92.875
SM2011_a0829	455552	455801	250	1	4	91.1
SM2011_a0830	457147	457396	250	2	8	79.5
SM2011_a0831	459073	459322	250	0	0	NA
SM2011_a0833	460116	460365	250	2	8	94.7
SM2011_a0834	460253	460502	250	2	8	88.8
SM2011_a5036	460542	460791	250	4	16	83.625
SM2011_a0835	461180	461429	250	0	0	NA
SM2011_a0838	461621	461870	250	2	8	91.5
SM2011_a0840	463353	463602	250	0	0	NA
SM2011_a0848	465354	465603	250	2	8	92
SM2011_a0849	465828	466077	250	0	0	NA
SM2011_a0850	467726	467975	250	0	0	NA
SM2011_a0851	468603	468852	250	4	16	80.1
SM2011_a0852	469041	469290	250	0	0	NA
SM2011_a0853	469323	469572	250	4	16	93.35
SM2011_a0854	471025	471274	250	0	0	NA
SM2011_a0855	472174	472423	250	0	0	NA
SM2011_a0857	473073	473322	250	2	8	97.3
SM2011_a0863	477591	477840	250	2	8	85.45
SM2011_a0864	478662	478911	250	0	0	NA
SM2011_a0866	479950	480199	250	4	16	97.125
SM2011_a0868	480618	480867	250	0	0	NA
SM2011_a0869	481205	481454	250	4	16	91.25
SM2011_a0870	481220	481469	250	0	0	NA
SM2011_a0872	482834	483083	250	4	16	96.4
SM2011_a0873	483166	483415	250	0	0	NA
SM2011_a0874	485315	485564	250	0	0	NA
SM2011_a0875	488519	488768	250	0	0	NA
SM2011_a0876	489626	489875	250	0	0	NA
SM2011_a0878	491510	491759	250	0	0	NA
SM2011_a0883	492581	492830	250	0	0	NA
SM2011_a0882	492774	493023	250	0	0	NA
SM2011_a0887	494119	494368	250	0	0	NA
SM2011_a0888	494606	494855	250	6	24	90.8833333333333
SM2011_a0890	495378	495627	250	0	0	NA
SM2011_a0892	496802	497051	250	0	0	NA
SM2011_a0894	500182	500431	250	2	8	88.75
SM2011_a0896	500645	500894	250	0	0	NA
SM2011_a0900	501955	502204	250	0	0	NA
SM2011_a0903	502577	502826	250	2	8	80.75
SM2011_a0905	503857	504106	250	0	0	NA
SM2011_a0907	505875	506124	250	0	0	NA
SM2011_a0909	505959	506208	250	0	0	NA
SM2011_a0911	506849	507098	250	2	8	88.6
SM2011_a0914	508217	508466	250	0	0	NA
SM2011_a0917	509295	509544	250	0	0	NA
SM2011_a5006	510191	510440	250	0	0	NA
SM2011_a0922	511167	511416	250	0	0	NA
SM2011_a6231	512341	512590	250	0	0	NA
SM2011_a0929	514668	514917	250	2	8	90.05
SM2011_a0930	514898	515147	250	0	0	NA
SM2011_a0934	515103	515352	250	0	0	NA
SM2011_a0933	515175	515424	250	0	0	NA
SM2011_a0937	522589	522838	250	0	0	NA
SM2011_a0939	522631	522880	250	0	0	NA
SM2011_a0940	524537	524786	250	4	16	88.675
SM2011_a0941	525272	525521	250	2	8	81.3
SM2011_a0943	525887	526136	250	0	0	NA
SM2011_a0945	527587	527836	250	0	0	NA
SM2011_a6233	528292	528541	250	0	0	NA
SM2011_a0947	528568	528817	250	0	0	NA
SM2011_a0950	530524	530773	250	0	0	NA
SM2011_a0951	531418	531667	250	0	0	NA
SM2011_a0952	532298	532547	250	0	0	NA
SM2011_a0953	533413	533662	250	0	0	NA
SM2011_a0955	533436	533685	250	0	0	NA
SM2011_a0956	534236	534485	250	0	0	NA
SM2011_a0958	535594	535843	250	0	0	NA
SM2011_a0959	537303	537552	250	2	8	73.7
SM2011_a0961	538076	538325	250	0	0	NA
SM2011_a0964	539351	539600	250	0	0	NA
SM2011_a0969	540415	540664	250	0	0	NA
SM2011_a0967	540420	540669	250	2	8	99.3
SM2011_a0972	541347	541596	250	2	8	67.75
SM2011_a0974	542655	542904	250	2	8	89.65
SM2011_a0977	545613	545862	250	2	8	72.85
SM2011_a0981	546553	546802	250	0	0	NA
SM2011_a6237	546702	546951	250	0	0	NA
SM2011_a0985	548069	548318	250	0	0	NA
SM2011_a0988	548359	548608	250	2	8	89.05
SM2011_a0990	548766	549015	250	4	16	89.375
SM2011_a0992	549313	549562	250	0	0	NA
SM2011_a5007	550393	550642	250	0	0	NA
SM2011_a6238	550722	550971	250	0	0	NA
SM2011_a0995	552150	552399	250	2	8	95.4
SM2011_a0998	552934	553183	250	0	0	NA
SM2011_a1001	553852	554101	250	0	0	NA
SM2011_a1002	555206	555455	250	0	0	NA
SM2011_a1005	556258	556507	250	0	0	NA
SM2011_a1004	556430	556679	250	2	8	93.3
SM2011_a1007	557244	557493	250	0	0	NA
SM2011_a1009	558525	558774	250	0	0	NA
SM2011_a1008	558763	559012	250	2	8	67.15
SM2011_a1010	559634	559883	250	2	8	86.45
SM2011_a1013	560104	560353	250	0	0	NA
SM2011_a1014	562670	562919	250	0	0	NA
SM2011_a1017	564508	564757	250	0	0	NA
SM2011_a1016	564616	564865	250	0	0	NA
SM2011_a1018	564711	564960	250	0	0	NA
SM2011_a1021	566071	566320	250	0	0	NA
SM2011_a1024	566988	567237	250	0	0	NA
SM2011_a1028	567631	567880	250	0	0	NA
SM2011_a1029	568580	568829	250	0	0	NA
SM2011_a1030	568948	569197	250	0	0	NA
SM2011_a1033	569228	569477	250	0	0	NA
SM2011_a1032	569281	569530	250	4	16	95.675
SM2011_a1036	569661	569910	250	4	16	100
SM2011_a1037	569927	570176	250	0	0	NA
SM2011_a1038	571408	571657	250	2	8	89.9
SM2011_a1041	572764	573013	250	0	0	NA
SM2011_a1043	573296	573545	250	2	8	76.45
SM2011_a1045	573673	573922	250	2	8	90.5
SM2011_a1046	573957	574206	250	0	0	NA
SM2011_a6250	575556	575805	250	2	8	99.95
SM2011_a1050	576311	576560	250	0	0	NA
