Gene_name	Start_nt	End_nt	Length	Motif_count	Normalized_count	Extent_methylation
SM2011_a0112	59237	59361	125	0	0	NA
SM2011_a0113	59580	59704	125	0	0	NA
SM2011_a0114	62169	62293	125	0	0	NA
SM2011_a0116	63077	63201	125	0	0	NA
SM2011_a0117	63991	64115	125	0	0	NA
SM2011_a0118	64556	64680	125	0	0	NA
SM2011_a6027	65404	65528	125	2	16	98.4
SM2011_a0121	65661	65785	125	0	0	NA
SM2011_a0123	66115	66239	125	0	0	NA
SM2011_a0124	67829	67953	125	0	0	NA
SM2011_a0125	68194	68318	125	0	0	NA
SM2011_a0126	68427	68551	125	0	0	NA
SM2011_a0128	68679	68803	125	0	0	NA
SM2011_a0130	69145	69269	125	0	0	NA
SM2011_a0132	70212	70336	125	0	0	NA
SM2011_a0134	71341	71465	125	0	0	NA
SM2011_a5002	71696	71820	125	0	0	NA
SM2011_a0136	71818	71942	125	0	0	NA
SM2011_a0137	73922	74046	125	0	0	NA
SM2011_a0139	76645	76769	125	0	0	NA
SM2011_a6036	76785	76909	125	0	0	NA
SM2011_a0142	78492	78616	125	0	0	NA
SM2011_a0143	78509	78633	125	0	0	NA
SM2011_a0144	79048	79172	125	0	0	NA
SM2011_a0146	80489	80613	125	0	0	NA
SM2011_a0148	81343	81467	125	0	0	NA
SM2011_a0149	81401	81525	125	0	0	NA
SM2011_a0150	83569	83693	125	0	0	NA
SM2011_a0151	85005	85129	125	0	0	NA
SM2011_a6038	86318	86442	125	0	0	NA
SM2011_a0155	86884	87008	125	0	0	NA
SM2011_a0157	87955	88079	125	0	0	NA
SM2011_a0160	87958	88082	125	0	0	NA
SM2011_a0163	88866	88990	125	0	0	NA
SM2011_a0162	89188	89312	125	0	0	NA
SM2011_a0164	90263	90387	125	0	0	NA
SM2011_a0166	90581	90705	125	0	0	NA
SM2011_a0168	91201	91325	125	0	0	NA
SM2011_a0169	92068	92192	125	0	0	NA
SM2011_a0171	93923	94047	125	0	0	NA
SM2011_a0172	94014	94138	125	0	0	NA
SM2011_a0175	96538	96662	125	0	0	NA
SM2011_a6043	96797	96921	125	0	0	NA
SM2011_a0180	98976	99100	125	0	0	NA
SM2011_a0179	98984	99108	125	0	0	NA
SM2011_a0181	100375	100499	125	0	0	NA
SM2011_a0185	100505	100629	125	0	0	NA
SM2011_a0187	102190	102314	125	0	0	NA
SM2011_a0189	103569	103693	125	0	0	NA
SM2011_a0190	104100	104224	125	0	0	NA
SM2011_a0191	105995	106119	125	0	0	NA
SM2011_a0193	106318	106442	125	0	0	NA
SM2011_a0196	107529	107653	125	0	0	NA
SM2011_a0197	108491	108615	125	0	0	NA
SM2011_a0198	109435	109559	125	0	0	NA
SM2011_a0199	110895	111019	125	0	0	NA
SM2011_a0203	111970	112094	125	0	0	NA
SM2011_a0204	112118	112242	125	0	0	NA
SM2011_a0206	113362	113486	125	0	0	NA
SM2011_a0209	114209	114333	125	0	0	NA
SM2011_a0210	115784	115908	125	0	0	NA
SM2011_a0211	116121	116245	125	0	0	NA
SM2011_a0214	117181	117305	125	0	0	NA
SM2011_a0216	117953	118077	125	0	0	NA
SM2011_a0217	119029	119153	125	0	0	NA
SM2011_a0218	119989	120113	125	0	0	NA
SM2011_a0222	121590	121714	125	0	0	NA
SM2011_a0220	121624	121748	125	0	0	NA
SM2011_a0224	123135	123259	125	0	0	NA
SM2011_a0223	123303	123427	125	0	0	NA
SM2011_a0226	124801	124925	125	0	0	NA
SM2011_a0228	125960	126084	125	0	0	NA
SM2011_a0229	127625	127749	125	0	0	NA
SM2011_a0232	128267	128391	125	0	0	NA
SM2011_a0233	130357	130481	125	0	0	NA
SM2011_a0235	132550	132674	125	0	0	NA
SM2011_a0237	133440	133564	125	0	0	NA
SM2011_a0241	134420	134544	125	0	0	NA
SM2011_a0244	134489	134613	125	1	8	99.9
SM2011_a0246	135949	136073	125	0	0	NA
SM2011_a0247	136830	136954	125	0	0	NA
SM2011_a0249	138027	138151	125	2	16	95
SM2011_a0250	138560	138684	125	0	0	NA
SM2011_a0252	139889	140013	125	0	0	NA
SM2011_a0254	141057	141181	125	0	0	NA
SM2011_a0255	141867	141991	125	0	0	NA
SM2011_a0257	145232	145356	125	0	0	NA
SM2011_a0259	146333	146457	125	0	0	NA
SM2011_a0260	147812	147936	125	0	0	NA
SM2011_a0263	149028	149152	125	0	0	NA
SM2011_a0267	150023	150147	125	0	0	NA
SM2011_a0265	150054	150178	125	0	0	NA
SM2011_a0270	150712	150836	125	1	8	100
SM2011_a0271	152270	152394	125	0	0	NA
SM2011_a0273	153295	153419	125	0	0	NA
SM2011_a0275	154381	154505	125	0	0	NA
SM2011_a0277	155614	155738	125	0	0	NA
SM2011_a5016	156155	156279	125	0	0	NA
SM2011_a0279	157077	157201	125	0	0	NA
SM2011_a0281	157940	158064	125	0	0	NA
SM2011_a0280	158011	158135	125	1	8	100
SM2011_a0285	159055	159179	125	0	0	NA
SM2011_a0286	159738	159862	125	0	0	NA
SM2011_a0287	160174	160298	125	0	0	NA
SM2011_a0288	161007	161131	125	0	0	NA
SM2011_a0291	161213	161337	125	0	0	NA
SM2011_a0293	162334	162458	125	0	0	NA
SM2011_a0298	164527	164651	125	0	0	NA
SM2011_a0299	165411	165535	125	0	0	NA
SM2011_a0300	166361	166485	125	0	0	NA
SM2011_a0301	167026	167150	125	0	0	NA
SM2011_a0303	168604	168728	125	0	0	NA
SM2011_a0302	168622	168746	125	0	0	NA
SM2011_a0306	171341	171465	125	0	0	NA
SM2011_a0308	172603	172727	125	0	0	NA
SM2011_a0307	172635	172759	125	0	0	NA
SM2011_a0310	174670	174794	125	0	0	NA
SM2011_a0312	174850	174974	125	0	0	NA
SM2011_a0314	175413	175537	125	0	0	NA
SM2011_a0316	175747	175871	125	0	0	NA
SM2011_a0319	177513	177637	125	0	0	NA
SM2011_a0320	178659	178783	125	0	0	NA
SM2011_a0322	179466	179590	125	0	0	NA
SM2011_a0323	180065	180189	125	0	0	NA
SM2011_a0325	180450	180574	125	0	0	NA
SM2011_a0326	180773	180897	125	0	0	NA
SM2011_a0329	181685	181809	125	0	0	NA
SM2011_a5017	182852	182976	125	0	0	NA
SM2011_a0333	183061	183185	125	0	0	NA
SM2011_a0335	184018	184142	125	0	0	NA
SM2011_a0337	184487	184611	125	0	0	NA
SM2011_a0339	185286	185410	125	0	0	NA
SM2011_a0340	185966	186090	125	0	0	NA
SM2011_a0341	186064	186188	125	0	0	NA
SM2011_a0343	187003	187127	125	0	0	NA
SM2011_a0347	187546	187670	125	0	0	NA
SM2011_a0346	187624	187748	125	0	0	NA
SM2011_a0349	189464	189588	125	0	0	NA
SM2011_a0353	190373	190497	125	0	0	NA
SM2011_a0352	190396	190520	125	0	0	NA
SM2011_a0355	191462	191586	125	0	0	NA
SM2011_a6069	192038	192162	125	0	0	NA
SM2011_a6070	192851	192975	125	0	0	NA
SM2011_a0357	193219	193343	125	0	0	NA
SM2011_a0359	193473	193597	125	1	8	97.3
SM2011_a0360	194159	194283	125	0	0	NA
SM2011_a0364	194622	194746	125	0	0	NA
SM2011_a0367	196452	196576	125	1	8	100
SM2011_a0369	197446	197570	125	0	0	NA
SM2011_a0374	199656	199780	125	0	0	NA
SM2011_a0372	199670	199794	125	0	0	NA
SM2011_a0376	200906	201030	125	0	0	NA
SM2011_a5018	201660	201784	125	0	0	NA
SM2011_a0380	201947	202071	125	0	0	NA
SM2011_a5019	204090	204214	125	0	0	NA
SM2011_a0383	204530	204654	125	0	0	NA
SM2011_a0384	208454	208578	125	0	0	NA
SM2011_a0387	209798	209922	125	0	0	NA
SM2011_a0389	209803	209927	125	0	0	NA
SM2011_a0391	210876	211000	125	0	0	NA
SM2011_a0392	212043	212167	125	0	0	NA
SM2011_a0394	213223	213347	125	0	0	NA
SM2011_a0396	214164	214288	125	0	0	NA
SM2011_a0398	214961	215085	125	0	0	NA
SM2011_a0400	216335	216459	125	0	0	NA
SM2011_a0402	217411	217535	125	0	0	NA
SM2011_a0403	218090	218214	125	0	0	NA
SM2011_a0404	219480	219604	125	0	0	NA
SM2011_a0407	221771	221895	125	0	0	NA
SM2011_a6086	223343	223467	125	0	0	NA
SM2011_a0412	223841	223965	125	1	8	100
SM2011_a6088	224121	224245	125	1	8	98.3
SM2011_a0414	224345	224469	125	0	0	NA
SM2011_a0417	226076	226200	125	0	0	NA
SM2011_a5020	226965	227089	125	1	8	100
SM2011_a0421	227846	227970	125	0	0	NA
SM2011_a5021	228361	228485	125	0	0	NA
SM2011_a0424	229996	230120	125	0	0	NA
SM2011_a0426	230799	230923	125	0	0	NA
SM2011_a0429	232109	232233	125	0	0	NA
SM2011_a0431	232695	232819	125	0	0	NA
SM2011_a0433	233100	233224	125	0	0	NA
SM2011_a0436	234297	234421	125	0	0	NA
SM2011_a5022	235556	235680	125	0	0	NA
SM2011_a5023	235918	236042	125	0	0	NA
SM2011_a0444	237374	237498	125	0	0	NA
SM2011_a0445	237763	237887	125	0	0	NA
SM2011_a0447	238068	238192	125	0	0	NA
SM2011_a0448	240071	240195	125	0	0	NA
SM2011_a0450	240525	240649	125	0	0	NA
SM2011_a6097	241802	241926	125	0	0	NA
SM2011_a6099	242441	242565	125	0	0	NA
SM2011_a0453	242695	242819	125	0	0	NA
SM2011_a6103	244074	244198	125	0	0	NA
SM2011_a0461	244656	244780	125	0	0	NA
SM2011_a0462	247893	248017	125	0	0	NA
SM2011_a0464	251284	251408	125	0	0	NA
SM2011_a0466	251561	251685	125	0	0	NA
SM2011_a0467	253322	253446	125	0	0	NA
SM2011_a0469	254416	254540	125	0	0	NA
SM2011_a0470	255255	255379	125	0	0	NA
SM2011_a0471	257765	257889	125	0	0	NA
SM2011_a0473	258070	258194	125	0	0	NA
SM2011_a0475	258552	258676	125	0	0	NA
SM2011_a0478	261632	261756	125	0	0	NA
SM2011_a0483	264095	264219	125	0	0	NA
SM2011_a0485	265602	265726	125	0	0	NA
SM2011_a0486	266617	266741	125	0	0	NA
SM2011_a0489	267532	267656	125	0	0	NA
SM2011_a0492	268227	268351	125	0	0	NA
SM2011_a0493	268922	269046	125	0	0	NA
SM2011_a0495	269780	269904	125	0	0	NA
SM2011_a0496	270157	270281	125	0	0	NA
SM2011_a0499	271596	271720	125	0	0	NA
SM2011_a0498	271619	271743	125	0	0	NA
SM2011_a0501	272271	272395	125	0	0	NA
SM2011_a0503	272959	273083	125	0	0	NA
SM2011_a0506	273673	273797	125	0	0	NA
SM2011_a0508	274505	274629	125	0	0	NA
SM2011_a0510	275324	275448	125	0	0	NA
SM2011_a0512	276282	276406	125	0	0	NA
SM2011_a0513	277383	277507	125	0	0	NA
SM2011_a0514	278140	278264	125	1	8	100
SM2011_a0516	278655	278779	125	0	0	NA
SM2011_a0518	279539	279663	125	0	0	NA
SM2011_a0520	280230	280354	125	0	0	NA
SM2011_a0522	281201	281325	125	0	0	NA
SM2011_a0523	281910	282034	125	0	0	NA
SM2011_a0525	282311	282435	125	0	0	NA
SM2011_a0526	284113	284237	125	0	0	NA
SM2011_a0527	285156	285280	125	0	0	NA
SM2011_a5025	287013	287137	125	0	0	NA
SM2011_a0537	287460	287584	125	0	0	NA
SM2011_a0538	287878	288002	125	0	0	NA
SM2011_a0541	289370	289494	125	0	0	NA
SM2011_a0543	289904	290028	125	0	0	NA
SM2011_a0545	291301	291425	125	0	0	NA
SM2011_a0548	291540	291664	125	0	0	NA
SM2011_a0551	291754	291878	125	0	0	NA
SM2011_a0552	293139	293263	125	0	0	NA
SM2011_a0554	293608	293732	125	0	0	NA
SM2011_a0558	296135	296259	125	0	0	NA
SM2011_a0557	296137	296261	125	0	0	NA
SM2011_a0559	296585	296709	125	0	0	NA
SM2011_a0561	297481	297605	125	0	0	NA
SM2011_a0563	297866	297990	125	0	0	NA
SM2011_a0564	298921	299045	125	0	0	NA
SM2011_a5026	300108	300232	125	0	0	NA
SM2011_a0567	300741	300865	125	0	0	NA
SM2011_a0570	303429	303553	125	0	0	NA
SM2011_a0572	304094	304218	125	0	0	NA
SM2011_a0575	305429	305553	125	0	0	NA
SM2011_a0574	305504	305628	125	0	0	NA
SM2011_a0576	305785	305909	125	0	0	NA
SM2011_a0579	307067	307191	125	0	0	NA
SM2011_a0581	310888	311012	125	0	0	NA
SM2011_a0583	311795	311919	125	0	0	NA
SM2011_a0585	313150	313274	125	0	0	NA
SM2011_a0590	313842	313966	125	0	0	NA
SM2011_a0592	314817	314941	125	0	0	NA
SM2011_a0594	315965	316089	125	0	0	NA
SM2011_a6138	317622	317746	125	0	0	NA
SM2011_a0599	319072	319196	125	0	0	NA
SM2011_a0601	321462	321586	125	0	0	NA
SM2011_a0604	321958	322082	125	0	0	NA
SM2011_a0606	322767	322891	125	0	0	NA
SM2011_a0607	323155	323279	125	0	0	NA
SM2011_a0609	324763	324887	125	0	0	NA
SM2011_a0610	325344	325468	125	0	0	NA
SM2011_a0612	326509	326633	125	0	0	NA
SM2011_a0615	328169	328293	125	0	0	NA
SM2011_a0616	328944	329068	125	0	0	NA
SM2011_a0617	329105	329229	125	0	0	NA
SM2011_a0620	330205	330329	125	0	0	NA
SM2011_a0621	331014	331138	125	0	0	NA
SM2011_a0622	333278	333402	125	0	0	NA
SM2011_a0625	333970	334094	125	0	0	NA
SM2011_a0626	334654	334778	125	0	0	NA
SM2011_a6149	335913	336037	125	0	0	NA
SM2011_a0627	336303	336427	125	0	0	NA
SM2011_a0629	337772	337896	125	0	0	NA
SM2011_a0630	339880	340004	125	0	0	NA
SM2011_a0633	340445	340569	125	0	0	NA
SM2011_a0636	341017	341141	125	0	0	NA
SM2011_a6152	342113	342237	125	0	0	NA
SM2011_a0637	342128	342252	125	0	0	NA
SM2011_a0638	342514	342638	125	0	0	NA
SM2011_a0639	343176	343300	125	0	0	NA
SM2011_a0640	343797	343921	125	0	0	NA
SM2011_a0645	345220	345344	125	0	0	NA
SM2011_a0647	345646	345770	125	0	0	NA
SM2011_a0649	345878	346002	125	0	0	NA
SM2011_a5027	347513	347637	125	0	0	NA
SM2011_a0656	348911	349035	125	0	0	NA
SM2011_a0657	348936	349060	125	0	0	NA
SM2011_a0659	349123	349247	125	0	0	NA
SM2011_a0661	349924	350048	125	0	0	NA
SM2011_a0662	351222	351346	125	0	0	NA
SM2011_a0663	351606	351730	125	0	0	NA
SM2011_a0664	351621	351745	125	0	0	NA
SM2011_a0665	354692	354816	125	0	0	NA
SM2011_a0667	355064	355188	125	0	0	NA
SM2011_a0669	355556	355680	125	0	0	NA
SM2011_a0670	356895	357019	125	0	0	NA
SM2011_a0673	358346	358470	125	0	0	NA
SM2011_a0674	360011	360135	125	0	0	NA
SM2011_a0675	361153	361277	125	0	0	NA
SM2011_a0677	362299	362423	125	1	8	77.8
SM2011_a0678	363687	363811	125	0	0	NA
SM2011_a0680	366078	366202	125	0	0	NA
SM2011_a0682	368335	368459	125	0	0	NA
SM2011_a0683	369467	369591	125	0	0	NA
SM2011_a0684	370938	371062	125	0	0	NA
SM2011_a0687	371958	372082	125	0	0	NA
SM2011_a0689	373121	373245	125	0	0	NA
SM2011_a0690	374518	374642	125	0	0	NA
SM2011_a0693	375223	375347	125	0	0	NA
SM2011_a0695	376509	376633	125	0	0	NA
SM2011_a0697	377516	377640	125	0	0	NA
SM2011_a0699	378709	378833	125	0	0	NA
SM2011_a0702	379585	379709	125	0	0	NA
SM2011_a0707	381495	381619	125	0	0	NA
SM2011_a0705	381569	381693	125	0	0	NA
SM2011_a0708	382454	382578	125	0	0	NA
SM2011_a0709	383656	383780	125	0	0	NA
SM2011_a0710	384896	385020	125	1	8	100
SM2011_a0711	385921	386045	125	1	8	96.6
SM2011_a0713	386753	386877	125	0	0	NA
SM2011_a0715	387843	387967	125	0	0	NA
SM2011_a0717	388802	388926	125	0	0	NA
SM2011_a0719	390521	390645	125	0	0	NA
SM2011_a0723	392036	392160	125	0	0	NA
SM2011_a0726	393414	393538	125	0	0	NA
SM2011_a0728	394228	394352	125	0	0	NA
SM2011_a0731	394769	394893	125	0	0	NA
SM2011_a0734	395312	395436	125	0	0	NA
SM2011_a0736	395632	395756	125	1	8	100
SM2011_a0738	396516	396640	125	0	0	NA
SM2011_a0739	397045	397169	125	0	0	NA
SM2011_a0740	397202	397326	125	0	0	NA
SM2011_a0742	398286	398410	125	0	0	NA
SM2011_a0744	400343	400467	125	0	0	NA
SM2011_a0745	400715	400839	125	0	0	NA
SM2011_a0747	401144	401268	125	0	0	NA
SM2011_a0748	401675	401799	125	0	0	NA
SM2011_a5003	402770	402894	125	0	0	NA
SM2011_a0750	403719	403843	125	0	0	NA
SM2011_a0751	403741	403865	125	0	0	NA
SM2011_a0752	404984	405108	125	0	0	NA
SM2011_a0753	406341	406465	125	0	0	NA
SM2011_a0754	407317	407441	125	0	0	NA
SM2011_a6189	407902	408026	125	0	0	NA
SM2011_a0757	408791	408915	125	0	0	NA
SM2011_a0758	410644	410768	125	0	0	NA
SM2011_a0759	411450	411574	125	0	0	NA
SM2011_a0760	411900	412024	125	0	0	NA
SM2011_a0762	412327	412451	125	0	0	NA
SM2011_a0763	412974	413098	125	0	0	NA
SM2011_a0765	413724	413848	125	0	0	NA
SM2011_a0766	415355	415479	125	0	0	NA
SM2011_a0767	416098	416222	125	0	0	NA
SM2011_a0769	416254	416378	125	0	0	NA
SM2011_a0771	417306	417430	125	0	0	NA
SM2011_a0772	417882	418006	125	0	0	NA
SM2011_a0773	418821	418945	125	0	0	NA
SM2011_a0774	420258	420382	125	0	0	NA
SM2011_a0775	422637	422761	125	0	0	NA
SM2011_a0776	423840	423964	125	0	0	NA
SM2011_a5028	424441	424565	125	0	0	NA
SM2011_a0781	424999	425123	125	0	0	NA
SM2011_a0783	425471	425595	125	0	0	NA
SM2011_a0785	425730	425854	125	1	8	97.7
SM2011_a0789	428978	429102	125	0	0	NA
SM2011_a0791	430136	430260	125	0	0	NA
SM2011_a0792	430757	430881	125	1	8	79.6
SM2011_a0793	431587	431711	125	0	0	NA
SM2011_a0794	432519	432643	125	0	0	NA
SM2011_a0796	433565	433689	125	0	0	NA
SM2011_a0797	435034	435158	125	0	0	NA
SM2011_a0799	435398	435522	125	0	0	NA
SM2011_a0800	436501	436625	125	0	0	NA
SM2011_a0802	437378	437502	125	0	0	NA
SM2011_a0803	438175	438299	125	0	0	NA
SM2011_a0805	439336	439460	125	0	0	NA
SM2011_a0806	441168	441292	125	0	0	NA
SM2011_a0809	441866	441990	125	0	0	NA
SM2011_a0810	443454	443578	125	0	0	NA
SM2011_a0811	443836	443960	125	0	0	NA
SM2011_a0814	445339	445463	125	0	0	NA
SM2011_a0815	447181	447305	125	0	0	NA
SM2011_a0816	447697	447821	125	0	0	NA
SM2011_a0817	449017	449141	125	0	0	NA
SM2011_a0819	450090	450214	125	0	0	NA
SM2011_a0822	451000	451124	125	0	0	NA
SM2011_a0824	452393	452517	125	0	0	NA
SM2011_a0825	453091	453215	125	0	0	NA
SM2011_a0827	454084	454208	125	0	0	NA
SM2011_a0829	455677	455801	125	0	0	NA
SM2011_a0830	457272	457396	125	0	0	NA
SM2011_a0831	459198	459322	125	0	0	NA
SM2011_a0833	460241	460365	125	0	0	NA
SM2011_a0834	460378	460502	125	0	0	NA
SM2011_a5036	460667	460791	125	0	0	NA
SM2011_a0835	461305	461429	125	0	0	NA
SM2011_a0838	461746	461870	125	0	0	NA
SM2011_a0840	463353	463477	125	0	0	NA
SM2011_a0848	465479	465603	125	0	0	NA
SM2011_a0849	465953	466077	125	0	0	NA
SM2011_a0850	467726	467850	125	0	0	NA
SM2011_a0851	468603	468727	125	0	0	NA
SM2011_a0852	469166	469290	125	0	0	NA
SM2011_a0853	469448	469572	125	1	8	92.9
SM2011_a0854	471150	471274	125	0	0	NA
SM2011_a0855	472299	472423	125	1	8	100
SM2011_a0857	473198	473322	125	0	0	NA
SM2011_a0863	477591	477715	125	0	0	NA
SM2011_a0864	478662	478786	125	0	0	NA
SM2011_a0866	479950	480074	125	0	0	NA
SM2011_a0868	480618	480742	125	0	0	NA
SM2011_a0869	481205	481329	125	0	0	NA
SM2011_a0870	481345	481469	125	0	0	NA
SM2011_a0872	482959	483083	125	0	0	NA
SM2011_a0873	483291	483415	125	0	0	NA
SM2011_a0874	485315	485439	125	0	0	NA
SM2011_a0875	488519	488643	125	0	0	NA
SM2011_a0876	489626	489750	125	0	0	NA
SM2011_a0878	491510	491634	125	0	0	NA
SM2011_a0883	492706	492830	125	0	0	NA
SM2011_a0882	492774	492898	125	0	0	NA
SM2011_a0887	494244	494368	125	1	8	100
SM2011_a0888	494731	494855	125	0	0	NA
SM2011_a0890	495503	495627	125	0	0	NA
SM2011_a0892	496927	497051	125	0	0	NA
SM2011_a0894	500307	500431	125	0	0	NA
SM2011_a0896	500770	500894	125	0	0	NA
SM2011_a0900	502080	502204	125	0	0	NA
SM2011_a0903	502702	502826	125	0	0	NA
SM2011_a0905	503982	504106	125	0	0	NA
SM2011_a0907	505875	505999	125	1	8	100
SM2011_a0909	506084	506208	125	0	0	NA
SM2011_a0911	506974	507098	125	0	0	NA
SM2011_a0914	508342	508466	125	0	0	NA
SM2011_a0917	509420	509544	125	0	0	NA
SM2011_a5006	510316	510440	125	0	0	NA
SM2011_a0922	511292	511416	125	0	0	NA
SM2011_a6231	512466	512590	125	0	0	NA
SM2011_a0929	514668	514792	125	0	0	NA
SM2011_a0930	514898	515022	125	0	0	NA
SM2011_a0933	515175	515299	125	0	0	NA
SM2011_a0934	515228	515352	125	0	0	NA
SM2011_a0937	522589	522713	125	0	0	NA
SM2011_a0939	522756	522880	125	0	0	NA
SM2011_a0940	524662	524786	125	0	0	NA
SM2011_a0941	525397	525521	125	0	0	NA
SM2011_a0943	526012	526136	125	0	0	NA
SM2011_a0945	527712	527836	125	0	0	NA
SM2011_a6233	528417	528541	125	0	0	NA
SM2011_a0947	528693	528817	125	0	0	NA
SM2011_a0950	530524	530648	125	0	0	NA
SM2011_a0951	531418	531542	125	0	0	NA
SM2011_a0952	532298	532422	125	0	0	NA
SM2011_a0953	533413	533537	125	0	0	NA
SM2011_a0955	533561	533685	125	0	0	NA
SM2011_a0956	534361	534485	125	0	0	NA
SM2011_a0958	535719	535843	125	0	0	NA
SM2011_a0959	537428	537552	125	0	0	NA
SM2011_a0961	538201	538325	125	0	0	NA
SM2011_a0964	539351	539475	125	0	0	NA
SM2011_a0967	540420	540544	125	0	0	NA
SM2011_a0969	540540	540664	125	0	0	NA
SM2011_a0972	541472	541596	125	0	0	NA
SM2011_a0974	542780	542904	125	0	0	NA
SM2011_a0977	545613	545737	125	0	0	NA
SM2011_a0981	546553	546677	125	0	0	NA
SM2011_a6237	546702	546826	125	0	0	NA
SM2011_a0985	548069	548193	125	0	0	NA
SM2011_a0988	548359	548483	125	0	0	NA
SM2011_a0990	548891	549015	125	0	0	NA
SM2011_a0992	549438	549562	125	0	0	NA
SM2011_a5007	550393	550517	125	0	0	NA
SM2011_a6238	550722	550846	125	0	0	NA
SM2011_a0995	552150	552274	125	0	0	NA
SM2011_a0998	553059	553183	125	0	0	NA
SM2011_a1001	553977	554101	125	0	0	NA
SM2011_a1002	555331	555455	125	0	0	NA
SM2011_a1005	556383	556507	125	0	0	NA
SM2011_a1004	556430	556554	125	0	0	NA
SM2011_a1007	557369	557493	125	0	0	NA
SM2011_a1009	558650	558774	125	0	0	NA
SM2011_a1008	558763	558887	125	0	0	NA
SM2011_a1010	559634	559758	125	0	0	NA
SM2011_a1013	560229	560353	125	0	0	NA
SM2011_a1014	562795	562919	125	0	0	NA
SM2011_a1016	564616	564740	125	0	0	NA
SM2011_a1017	564633	564757	125	0	0	NA
SM2011_a1018	564836	564960	125	0	0	NA
SM2011_a1021	566071	566195	125	0	0	NA
SM2011_a1024	566988	567112	125	0	0	NA
SM2011_a1028	567631	567755	125	0	0	NA
SM2011_a1029	568580	568704	125	0	0	NA
SM2011_a1030	568948	569072	125	0	0	NA
SM2011_a1032	569281	569405	125	0	0	NA
SM2011_a1033	569353	569477	125	0	0	NA
SM2011_a1036	569786	569910	125	0	0	NA
SM2011_a1037	570052	570176	125	0	0	NA
SM2011_a1038	571533	571657	125	0	0	NA
SM2011_a1041	572889	573013	125	0	0	NA
SM2011_a1043	573421	573545	125	0	0	NA
SM2011_a1045	573798	573922	125	0	0	NA
SM2011_a1046	574082	574206	125	0	0	NA
SM2011_a6250	575556	575680	125	0	0	NA
SM2011_a1050	576311	576435	125	0	0	NA
SM2011_a1052	576739	576863	125	0	0	NA
SM2011_a1053	577146	577270	125	0	0	NA
SM2011_a1056	577484	577608	125	0	0	NA
SM2011_a1058	578775	578899	125	0	0	NA
SM2011_a1057	578779	578903	125	0	0	NA
SM2011_a1060	581022	581146	125	0	0	NA
SM2011_a1062	581849	581973	125	0	0	NA
